"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"06085","0","10","70","0","2024","4","",86206,1122791,1125594,1124075,61711273660,622722354,19782144,4223,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5017,6.2,-2968,-0.3,196,0.0,-2384,-0.2,7616823783,14.1,-2301050,-0.4,798816,4.2,527,14.3
"06085","1","10","71","0","2024","4","",99,9963,10003,10032,317655606,0,0,2444,"",0.23,0.46,0.46,0.46,0.21,0.00,0.00,0.46,"",3,3.1,-119,-1.2,-54,-0.5,-10,-0.1,3366119,1.1,0,0.0,0,0.0,41,1.7
"06085","1","102","72","0","2024","4","",99,9963,10003,10032,317655606,0,0,2444,"",0.23,0.47,0.47,0.47,0.21,0.00,0.00,0.46,"",3,3.1,-119,-1.2,-54,-0.5,-10,-0.1,3366119,1.1,0,0.0,0,0.0,41,1.7
"06085","1","1021","73","0","2024","4","",49,2656,2726,2737,50122683,0,0,1425,"",0.23,0.55,0.57,0.57,0.21,0.00,0.00,0.38,"",1,2.1,-4,-0.2,71,2.7,81,3.0,343283,0.7,0,0.0,0,0.0,-16,-1.1
"06085","1","1024","73","0","2024","4","",1,1,1,1,37512,0,0,2886,"",0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.54,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06085","1","1025","73","0","2024","4","",1,3469,3462,3473,134178997,0,0,2976,"",0.10,1.07,1.07,1.07,0.57,0.00,0.00,0.53,"",0,0.0,-162,-4.5,-158,-4.4,-135,-3.7,2005043,1.5,0,0.0,0,0.0,167,5.9
"06085","1","1028","73","0","2024","4","",48,3837,3814,3821,133316414,0,0,2682,"",0.28,0.32,0.31,0.31,0.14,0.00,0.00,0.45,"",1,2.1,46,1.2,32,0.8,43,1.1,980281,0.7,0,0.0,0,0.0,-8,-0.3
"06085","1","44-45","74","0","2024","4","",2,48,48,49,699109,0,0,1113,"",0.40,0.17,0.17,0.17,0.09,0.00,0.00,0.53,"",0,0.0,-3,-5.9,-3,-5.9,-2,-3.9,19548,2.9,0,0.0,0,0.0,88,8.6
"06085","1","445","75","0","2024","4","",1,39,39,39,582318,0,0,1149,"",0.69,0.54,0.54,0.54,0.24,0.00,0.00,0.44,"",0,0.0,0,0.0,0,0.0,0,0.0,34717,6.3,0,0.0,0,0.0,69,6.4
"06085","1","4451","76","0","2024","4","",1,39,39,39,582318,0,0,1149,"",0.69,0.54,0.54,0.54,0.24,0.00,0.00,0.44,"",0,0.0,0,0.0,0,0.0,0,0.0,34717,6.3,0,0.0,0,0.0,69,6.4
"06085","1","44511","77","0","2024","4","",1,39,39,39,582318,0,0,1149,"",0.81,0.57,0.58,0.57,0.25,0.00,0.00,0.43,"",0,0.0,0,0.0,0,0.0,0,0.0,34717,6.3,0,0.0,0,0.0,69,6.4
"06085","1","445110","78","0","2024","4","",1,39,39,39,582318,0,0,1149,"",0.81,0.57,0.58,0.57,0.25,0.00,0.00,0.43,"",0,0.0,0,0.0,0,0.0,0,0.0,34717,6.3,0,0.0,0,0.0,69,6.4
"06085","1","455","75","0","2024","4","",1,9,9,10,116791,0,0,963,"",0.49,0.05,0.05,0.05,0.02,0.00,0.00,0.47,"",0,0.0,-3,-25.0,-3,-25.0,-2,-16.7,-15169,-11.5,0,0.0,0,0.0,117,13.8
"06085","1","4551","76","0","2024","4","",1,9,9,10,116791,0,0,963,"",0.66,0.07,0.07,0.08,0.04,0.00,0.00,0.48,"",0,0.0,-3,-25.0,-3,-25.0,-2,-16.7,-15169,-11.5,0,0.0,0,0.0,117,13.8
"06085","1","45511","77","0","2024","4","",1,9,9,10,116791,0,0,963,"",0.66,0.07,0.07,0.08,0.04,0.00,0.00,0.48,"",0,0.0,-3,-25.0,-3,-25.0,-2,-16.7,-15169,-11.5,0,0.0,0,0.0,117,13.8
"06085","1","455110","78","0","2024","4","",1,9,9,10,116791,0,0,963,"",0.66,0.07,0.07,0.08,0.04,0.00,0.00,0.48,"",0,0.0,-3,-25.0,-3,-25.0,-2,-16.7,-15169,-11.5,0,0.0,0,0.0,117,13.8
"06085","1","48-49","74","0","2024","4","",47,2608,2678,2688,49423574,0,0,1430,"",0.22,0.59,0.60,0.60,0.23,0.00,0.00,0.38,"",1,2.2,-1,0.0,74,2.8,83,3.2,323735,0.7,0,0.0,0,0.0,-19,-1.3
"06085","1","491","75","0","2024","4","",47,2608,2678,2688,49423574,0,0,1430,"",0.22,0.60,0.62,0.62,0.24,0.00,0.00,0.39,"",1,2.2,-1,0.0,74,2.8,83,3.2,323735,0.7,0,0.0,0,0.0,-19,-1.3
"06085","1","4911","76","0","2024","4","",47,2608,2678,2688,49423574,0,0,1430,"",0.22,0.60,0.62,0.62,0.24,0.00,0.00,0.39,"",1,2.2,-1,0.0,74,2.8,83,3.2,323735,0.7,0,0.0,0,0.0,-19,-1.3
"06085","1","49111","77","0","2024","4","",47,2608,2678,2688,49423574,0,0,1430,"",0.22,0.60,0.62,0.62,0.24,0.00,0.00,0.39,"",1,2.2,-1,0.0,74,2.8,83,3.2,323735,0.7,0,0.0,0,0.0,-19,-1.3
"06085","1","491110","78","0","2024","4","",47,2608,2678,2688,49423574,0,0,1430,"",0.22,0.60,0.62,0.62,0.24,0.00,0.00,0.39,"",1,2.2,-1,0.0,74,2.8,83,3.2,323735,0.7,0,0.0,0,0.0,-19,-1.3
"06085","1","54","74","0","2024","4","",1,1,1,1,37512,0,0,2886,"",0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.53,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06085","1","541","75","0","2024","4","",1,1,1,1,37512,0,0,2886,"",0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.53,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06085","1","5417","76","0","2024","4","",1,1,1,1,37512,0,0,2886,"",1.31,0.02,0.02,0.02,0.01,0.00,0.00,0.41,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06085","1","54171","77","0","2024","4","",1,1,1,1,37512,0,0,2886,"",1.32,0.02,0.02,0.02,0.01,0.00,0.00,0.41,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06085","1","541713","78","0","2024","4","",1,1,1,1,37512,0,0,2886,"",5.24,0.06,0.07,0.07,0.03,0.00,0.00,0.49,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06085","1","62","74","0","2024","4","",1,3469,3462,3473,134178997,0,0,2976,"",0.11,1.10,1.10,1.10,0.59,0.00,0.00,0.53,"",0,0.0,-162,-4.5,-158,-4.4,-135,-3.7,2005043,1.5,0,0.0,0,0.0,167,5.9
"06085","1","622","75","0","2024","4","",1,3469,3462,3473,134178997,0,0,2976,"",0.32,1.27,1.27,1.27,0.66,0.00,0.00,0.52,"",0,0.0,-162,-4.5,-158,-4.4,-135,-3.7,2005043,1.5,0,0.0,0,0.0,167,5.9
"06085","1","6221","76","0","2024","4","",1,3469,3462,3473,134178997,0,0,2976,"",0.32,1.29,1.29,1.30,0.67,0.00,0.00,0.52,"",0,0.0,-162,-4.5,-158,-4.4,-135,-3.7,2005043,1.5,0,0.0,0,0.0,167,5.9
"06085","1","62211","77","0","2024","4","",1,3469,3462,3473,134178997,0,0,2976,"",0.32,1.29,1.29,1.30,0.67,0.00,0.00,0.52,"",0,0.0,-162,-4.5,-158,-4.4,-135,-3.7,2005043,1.5,0,0.0,0,0.0,167,5.9
"06085","1","622110","78","0","2024","4","",1,3469,3462,3473,134178997,0,0,2976,"",0.32,1.29,1.29,1.30,0.67,0.00,0.00,0.52,"",0,0.0,-162,-4.5,-158,-4.4,-135,-3.7,2005043,1.5,0,0.0,0,0.0,167,5.9
"06085","1","92","74","0","2024","4","",48,3837,3814,3821,133316414,0,0,2682,"",0.28,0.32,0.31,0.31,0.14,0.00,0.00,0.45,"",1,2.1,46,1.2,32,0.8,43,1.1,980281,0.7,0,0.0,0,0.0,-8,-0.3
"06085","1","921","75","0","2024","4","",4,370,372,375,12652202,0,0,2614,"",0.32,0.31,0.31,0.31,0.15,0.00,0.00,0.48,"",0,0.0,60,19.4,60,19.2,67,21.8,755594,6.4,0,0.0,0,0.0,-338,-11.4
"06085","1","9211","76","0","2024","4","",4,370,372,375,12652202,0,0,2614,"",0.32,0.31,0.31,0.31,0.15,0.00,0.00,0.48,"",0,0.0,60,19.4,60,19.2,67,21.8,755594,6.4,0,0.0,0,0.0,-338,-11.4
"06085","1","92113","77","0","2024","4","",2,342,343,346,11711524,0,0,2621,"",0.49,0.42,0.42,0.42,0.21,0.00,0.00,0.49,"",0,0.0,55,19.2,55,19.1,63,22.3,583384,5.2,0,0.0,0,0.0,-372,-12.4
"06085","1","921130","78","0","2024","4","",2,342,343,346,11711524,0,0,2621,"",0.49,0.42,0.42,0.42,0.21,0.00,0.00,0.49,"",0,0.0,55,19.2,55,19.1,63,22.3,583384,5.2,0,0.0,0,0.0,-372,-12.4
"06085","1","92119","77","0","2024","4","",2,28,29,29,940678,0,0,2524,"",0.24,0.12,0.12,0.12,0.05,0.00,0.00,0.41,"",0,0.0,5,21.7,5,20.8,4,16.0,172210,22.4,0,0.0,0,0.0,61,2.5
"06085","1","921190","78","0","2024","4","",2,28,29,29,940678,0,0,2524,"",0.24,0.12,0.12,0.12,0.05,0.00,0.00,0.41,"",0,0.0,5,21.7,5,20.8,4,16.0,172210,22.4,0,0.0,0,0.0,61,2.5
"06085","1","922","75","0","2024","4","",14,347,352,352,11807245,0,0,2593,"",0.57,0.18,0.18,0.18,0.07,0.00,0.00,0.39,"",0,0.0,7,2.1,8,2.3,13,3.8,-666532,-5.3,0,0.0,0,0.0,-221,-7.9
"06085","1","9221","76","0","2024","4","",14,347,352,352,11807245,0,0,2593,"",0.57,0.18,0.18,0.18,0.07,0.00,0.00,0.39,"",0,0.0,7,2.1,8,2.3,13,3.8,-666532,-5.3,0,0.0,0,0.0,-221,-7.9
"06085","1","92211","77","0","2024","4","",2,91,92,91,2456838,0,0,2069,"",0.40,0.38,0.39,0.38,0.14,0.00,0.00,0.36,"",0,0.0,-3,-3.2,-3,-3.2,-1,-1.1,14978,0.6,0,0.0,0,0.0,64,3.2
"06085","1","922110","78","0","2024","4","",2,91,92,91,2456838,0,0,2069,"",0.40,0.38,0.39,0.38,0.14,0.00,0.00,0.36,"",0,0.0,-3,-3.2,-3,-3.2,-1,-1.1,14978,0.6,0,0.0,0,0.0,64,3.2
"06085","1","92212","77","0","2024","4","",8,199,202,205,7204979,0,0,2744,"",0.67,0.19,0.19,0.19,0.07,0.00,0.00,0.39,"",0,0.0,0,0.0,-1,-0.5,6,3.0,-888606,-11.0,0,0.0,0,0.0,-364,-11.7
"06085","1","922120","78","0","2024","4","",8,199,202,205,7204979,0,0,2744,"",0.67,0.19,0.19,0.19,0.07,0.00,0.00,0.39,"",0,0.0,0,0.0,-1,-0.5,6,3.0,-888606,-11.0,0,0.0,0,0.0,-364,-11.7
"06085","1","92213","77","0","2024","4","",3,41,40,39,1529586,0,0,2942,"",1.16,0.25,0.24,0.24,0.10,0.00,0.00,0.41,"",0,0.0,4,10.8,3,8.1,3,8.3,-16355,-1.1,0,0.0,0,0.0,-301,-9.3
"06085","1","922130","78","0","2024","4","",3,41,40,39,1529586,0,0,2942,"",1.16,0.25,0.24,0.24,0.10,0.00,0.00,0.41,"",0,0.0,4,10.8,3,8.1,3,8.3,-16355,-1.1,0,0.0,0,0.0,-301,-9.3
"06085","1","92219","77","0","2024","4","",1,16,18,17,615842,0,0,2787,"",0.25,0.06,0.07,0.07,0.03,0.00,0.00,0.42,"",0,0.0,6,60.0,9,100.0,5,41.7,223451,56.9,0,0.0,0,0.0,-134,-4.6
"06085","1","922190","78","0","2024","4","",1,16,18,17,615842,0,0,2787,"",0.25,0.06,0.07,0.07,0.03,0.00,0.00,0.42,"",0,0.0,6,60.0,9,100.0,5,41.7,223451,56.9,0,0.0,0,0.0,-134,-4.6
"06085","1","923","75","0","2024","4","",6,464,438,438,14334271,0,0,2469,"",0.31,0.26,0.25,0.25,0.10,0.00,0.00,0.40,"",0,0.0,-2,-0.4,-25,-5.4,-30,-6.4,620623,4.5,0,0.0,0,0.0,204,9.0
"06085","1","9231","76","0","2024","4","",6,464,438,438,14334271,0,0,2469,"",0.31,0.26,0.25,0.25,0.10,0.00,0.00,0.40,"",0,0.0,-2,-0.4,-25,-5.4,-30,-6.4,620623,4.5,0,0.0,0,0.0,204,9.0
"06085","1","92312","77","0","2024","4","",2,68,65,66,2053758,0,0,2382,"",0.35,0.14,0.14,0.14,0.05,0.00,0.00,0.34,"",0,0.0,10,17.2,5,8.3,5,8.2,501755,32.3,0,0.0,0,0.0,381,19.0
"06085","1","923120","78","0","2024","4","",2,68,65,66,2053758,0,0,2382,"",0.35,0.14,0.14,0.14,0.05,0.00,0.00,0.34,"",0,0.0,10,17.2,5,8.3,5,8.2,501755,32.3,0,0.0,0,0.0,381,19.0
"06085","1","92313","77","0","2024","4","",2,132,133,133,3842625,0,0,2228,"",0.20,0.27,0.27,0.27,0.10,0.00,0.00,0.37,"",0,0.0,-11,-7.7,-9,-6.3,-9,-6.3,42182,1.1,0,0.0,0,0.0,174,8.5
"06085","1","923130","78","0","2024","4","",2,132,133,133,3842625,0,0,2228,"",0.20,0.27,0.27,0.27,0.10,0.00,0.00,0.37,"",0,0.0,-11,-7.7,-9,-6.3,-9,-6.3,42182,1.1,0,0.0,0,0.0,174,8.5
"06085","1","92314","77","0","2024","4","",2,264,240,239,8437888,0,0,2621,"",0.79,0.34,0.31,0.30,0.15,0.00,0.00,0.47,"",0,0.0,-1,-0.4,-21,-8.0,-26,-9.8,76686,0.9,0,0.0,0,0.0,182,7.5
"06085","1","923140","78","0","2024","4","",2,264,240,239,8437888,0,0,2621,"",0.79,0.34,0.31,0.30,0.15,0.00,0.00,0.47,"",0,0.0,-1,-0.4,-21,-8.0,-26,-9.8,76686,0.9,0,0.0,0,0.0,182,7.5
"06085","1","924","75","0","2024","4","",3,262,266,265,10158354,0,0,2956,"",0.08,0.34,0.35,0.35,0.18,0.00,0.00,0.52,"",0,0.0,21,8.7,23,9.5,27,11.3,754648,8.0,0,0.0,0,0.0,-50,-1.7
"06085","1","9241","76","0","2024","4","",3,262,266,265,10158354,0,0,2956,"",0.08,0.34,0.35,0.35,0.18,0.00,0.00,0.52,"",0,0.0,21,8.7,23,9.5,27,11.3,754648,8.0,0,0.0,0,0.0,-50,-1.7
"06085","1","92412","77","0","2024","4","",3,262,266,265,10158354,0,0,2956,"",0.09,0.42,0.44,0.44,0.24,0.00,0.00,0.56,"",0,0.0,21,8.7,23,9.5,27,11.3,754648,8.0,0,0.0,0,0.0,-50,-1.7
"06085","1","924120","78","0","2024","4","",3,262,266,265,10158354,0,0,2956,"",0.09,0.42,0.44,0.44,0.24,0.00,0.00,0.56,"",0,0.0,21,8.7,23,9.5,27,11.3,754648,8.0,0,0.0,0,0.0,-50,-1.7
"06085","1","926","75","0","2024","4","",14,606,602,608,16268192,0,0,2067,"",0.23,0.32,0.32,0.32,0.10,0.00,0.00,0.31,"",1,7.7,-13,-2.1,-10,-1.6,0,0.0,-263430,-1.6,0,0.0,0,0.0,-7,-0.3
"06085","1","9261","76","0","2024","4","",14,606,602,608,16268192,0,0,2067,"",0.23,0.32,0.32,0.32,0.10,0.00,0.00,0.31,"",1,7.7,-13,-2.1,-10,-1.6,0,0.0,-263430,-1.6,0,0.0,0,0.0,-7,-0.3
"06085","1","92611","77","0","2024","4","",7,41,40,44,991351,0,0,1830,"",0.29,0.12,0.11,0.12,0.03,0.00,0.00,0.28,"",1,16.7,0,0.0,0,0.0,4,10.0,127259,14.7,0,0.0,0,0.0,182,11.0
"06085","1","926110","78","0","2024","4","",7,41,40,44,991351,0,0,1830,"",0.29,0.12,0.11,0.12,0.03,0.00,0.00,0.28,"",1,16.7,0,0.0,0,0.0,4,10.0,127259,14.7,0,0.0,0,0.0,182,11.0
"06085","1","92612","77","0","2024","4","",5,540,536,538,14525010,0,0,2077,"",0.72,0.66,0.65,0.65,0.22,0.00,0.00,0.34,"",0,0.0,-13,-2.4,-10,-1.8,-5,-0.9,-327058,-2.2,0,0.0,0,0.0,-10,-0.5
"06085","1","926120","78","0","2024","4","",5,540,536,538,14525010,0,0,2077,"",0.72,0.66,0.65,0.65,0.22,0.00,0.00,0.34,"",0,0.0,-13,-2.4,-10,-1.8,-5,-0.9,-327058,-2.2,0,0.0,0,0.0,-10,-0.5
"06085","1","92614","77","0","2024","4","",1,10,11,11,268008,0,0,1933,"",0.05,0.03,0.03,0.03,0.01,0.00,0.00,0.39,"",0,0.0,0,0.0,0,0.0,1,10.0,-69534,-20.6,0,0.0,0,0.0,-580,-23.1
"06085","1","926140","78","0","2024","4","",1,10,11,11,268008,0,0,1933,"",0.05,0.03,0.03,0.03,0.01,0.00,0.00,0.39,"",0,0.0,0,0.0,0,0.0,1,10.0,-69534,-20.6,0,0.0,0,0.0,-580,-23.1
"06085","1","92615","77","0","2024","4","",1,15,15,15,483823,0,0,2481,"",0.15,0.06,0.06,0.06,0.02,0.00,0.00,0.28,"",0,0.0,0,0.0,0,0.0,0,0.0,5903,1.2,0,0.0,0,0.0,30,1.2
"06085","1","926150","78","0","2024","4","",1,15,15,15,483823,0,0,2481,"",0.15,0.06,0.06,0.06,0.02,0.00,0.00,0.28,"",0,0.0,0,0.0,0,0.0,0,0.0,5903,1.2,0,0.0,0,0.0,30,1.2
"06085","1","927","75","0","2024","4","",1,1074,1069,1071,48788342,0,0,3503,"",1.29,8.23,8.19,8.19,3.34,0.00,0.00,0.41,"",0,0.0,-22,-2.0,-21,-1.9,-24,-2.2,1691055,3.6,0,0.0,0,0.0,190,5.7
"06085","1","9271","76","0","2024","4","",1,1074,1069,1071,48788342,0,0,3503,"",1.29,8.23,8.19,8.19,3.34,0.00,0.00,0.41,"",0,0.0,-22,-2.0,-21,-1.9,-24,-2.2,1691055,3.6,0,0.0,0,0.0,190,5.7
"06085","1","92711","77","0","2024","4","",1,1074,1069,1071,48788342,0,0,3503,"",1.29,8.23,8.19,8.19,3.34,0.00,0.00,0.41,"",0,0.0,-22,-2.0,-21,-1.9,-24,-2.2,1691055,3.6,0,0.0,0,0.0,190,5.7
"06085","1","927110","78","0","2024","4","",1,1074,1069,1071,48788342,0,0,3503,"",1.29,8.23,8.19,8.19,3.34,0.00,0.00,0.41,"",0,0.0,-22,-2.0,-21,-1.9,-24,-2.2,1691055,3.6,0,0.0,0,0.0,190,5.7
"06085","1","928","75","0","2024","4","",6,714,715,712,19307808,0,0,2081,"",0.34,0.16,0.16,0.16,0.06,0.00,0.00,0.39,"",0,0.0,-5,-0.7,-3,-0.4,-10,-1.4,-1911677,-9.0,0,0.0,0,0.0,-187,-8.2
