UNITID,EFCSTATE,LINE,XEFRES01,EFRES01,XEFRES02,EFRES02 
127741,12, 12,"R",7,"R",6
127741,13, 13,"R",4,"R",1
127741,15, 15,"R",9,"R",9
127741,16, 16,"R",2,"R",2
127741,17, 17,"R",7,"R",7
127741,18, 18,"R",1,"R",1
127741,19, 19,"R",4,"R",4
127741,20, 20,"R",3,"R",3
127741,21, 21,"R",1,"R",0
127741,22, 22,"R",1,"R",1
127741,24, 24,"R",5,"R",4
127741,25, 25,"R",2,"R",2
127741,27, 27,"R",3,"R",3
127741,29, 29,"R",2,"R",2
127741,30, 30,"R",1,"R",1
127741,31, 31,"R",4,"R",4
127741,32, 32,"R",2,"R",2
127741,34, 34,"R",1,"R",0
127741,35, 35,"R",6,"R",6
127741,37, 37,"R",2,"R",2
127741,38, 38,"R",1,"R",1
127741,39, 39,"R",4,"R",4
127741,40, 40,"R",3,"R",3
127741,41, 41,"R",5,"R",4
127741,42, 42,"R",2,"R",2
127741,45, 45,"R",2,"R",2
127741,46, 46,"R",6,"R",5
127741,47, 47,"R",3,"R",3
127741,48, 48,"R",25,"R",22
127741,49, 49,"R",4,"R",4
127741,50, 50,"R",1,"R",1
127741,51, 51,"R",1,"R",1
127741,53, 53,"R",10,"R",10
127741,55, 55,"R",4,"R",4
127741,56, 56,"R",9,"R",9
127741,57, 57,"R",2,"R",2
127741,58,999,"R",1220,"R",1163
127741,90, 90,"R",9,"R",4
127741,99, 99,"R",1229,"R",1167
127820, 4,  4,"R",3,"R",2
127820, 6,  6,"R",3,"R",1
127820, 8,  8,"R",2060,"R",1051
127820,12, 12,"R",2,"R",0
127820,13, 13,"R",2,"R",0
127820,17, 17,"R",2,"R",1
127820,18, 18,"R",3,"R",1
127820,21, 21,"R",1,"R",0
127820,27, 27,"R",1,"R",1
127820,28, 28,"R",1,"R",0
127820,29, 29,"R",1,"R",1
127820,30, 30,"R",1,"R",1
127820,31, 31,"R",3,"R",0
127820,35, 35,"R",1,"R",0
127820,37, 37,"R",3,"R",0
127820,39, 39,"R",1,"R",1
127820,40, 40,"R",1,"R",0
127820,42, 42,"R",1,"R",1
127820,47, 47,"R",1,"R",0
127820,48, 48,"R",6,"R",4
127820,51, 51,"R",1,"R",0
127820,53, 53,"R",1,"R",0
127820,54, 54,"R",1,"R",0
127820,55, 55,"R",1,"R",0
127820,56, 56,"R",1,"R",0
127820,57, 57,"R",3,"R",1
127820,58,999,"R",2105,"R",1066
127820,90, 90,"R",3,"R",0
127820,99, 99,"R",2108,"R",1066
127884, 2,  2,"R",1,"R",0
127884, 8,  8,"R",600,"R",8
127884,29, 29,"R",1,"R",0
127884,35, 35,"R",2,"R",0
127884,49, 49,"R",1,"R",0
127884,58,999,"R",605,"R",8
127884,98, 98,"R",7,"A",
127884,99, 99,"R",612,"R",8
127909, 1,  1,"R",1,"R",0
127909, 5,  5,"R",1,"R",0
127909, 6,  6,"R",2,"R",1
127909, 8,  8,"R",1106,"R",476
127909,12, 12,"R",4,"R",0
127909,21, 21,"R",1,"R",0
127909,39, 39,"R",1,"R",0
127909,47, 47,"R",1,"R",0
127909,48, 48,"R",1,"R",0
127909,53, 53,"R",1,"Z",0
127909,58,999,"R",1119,"R",477
127909,98, 98,"R",1,"A",
127909,99, 99,"R",1120,"R",477
127918, 4,  4,"R",7,"R",7
127918, 6,  6,"R",13,"R",10
127918, 8,  8,"R",388,"R",358
127918,12, 12,"R",1,"R",1
127918,13, 13,"R",1,"R",1
127918,15, 15,"R",1,"R",1
127918,16, 16,"R",1,"R",1
127918,17, 17,"R",4,"R",4
127918,18, 18,"R",1,"R",1
127918,19, 19,"R",2,"R",2
127918,20, 20,"R",4,"R",4
127918,23, 23,"R",1,"R",1
127918,26, 26,"R",1,"R",1
127918,27, 27,"R",6,"R",6
127918,29, 29,"R",6,"R",6
127918,30, 30,"R",3,"R",2
127918,31, 31,"R",7,"R",7
127918,32, 32,"R",1,"R",1
127918,33, 33,"R",3,"R",2
127918,34, 34,"R",3,"R",3
127918,35, 35,"R",3,"R",3
127918,36, 36,"R",1,"R",0
127918,40, 40,"R",1,"R",1
127918,41, 41,"R",5,"R",5
127918,42, 42,"R",1,"R",1
127918,46, 46,"R",1,"R",1
127918,48, 48,"R",18,"R",14
127918,49, 49,"R",1,"R",1
127918,53, 53,"R",3,"R",2
127918,54, 54,"R",1,"R",0
127918,55, 55,"R",1,"R",1
127918,57, 57,"R",7,"R",4
127918,58,999,"R",497,"R",452
127918,90, 90,"R",1,"R",0
127918,98, 98,"R",1,"A",
127918,99, 99,"R",499,"R",452
128106, 1,  1,"R",1,"R",1
128106, 4,  4,"R",11,"R",11
128106, 6,  6,"R",16,"R",16
128106, 8,  8,"R",576,"R",496
128106,12, 12,"R",2,"R",2
128106,15, 15,"R",2,"R",1
128106,16, 16,"R",1,"R",1
128106,17, 17,"R",3,"R",3
128106,20, 20,"R",2,"R",1
128106,22, 22,"R",1,"R",1
128106,27, 27,"R",1,"R",1
128106,29, 29,"R",1,"R",1
128106,30, 30,"R",1,"R",1
128106,31, 31,"R",2,"R",2
128106,34, 34,"R",1,"R",1
128106,35, 35,"R",9,"R",9
128106,37, 37,"R",1,"R",0
128106,40, 40,"R",1,"R",1
128106,41, 41,"R",5,"R",5
128106,44, 44,"R",1,"R",1
128106,48, 48,"R",18,"R",16
128106,49, 49,"R",1,"R",1
128106,51, 51,"R",1,"R",0
128106,53, 53,"R",3,"R",3
128106,56, 56,"R",2,"R",2
128106,58,999,"R",663,"R",577
128106,90, 90,"R",6,"R",4
128106,98, 98,"R",9,"A",
128106,99, 99,"R",678,"R",581
128258, 1,  1,"R",1,"R",0
128258, 4,  4,"R",3,"R",3
128258, 6,  6,"R",1,"R",0
128258, 8,  8,"R",329,"R",171
128258,15, 15,"R",1,"R",0
128258,18, 18,"R",1,"R",1
128258,19, 19,"R",2,"R",0
128258,25, 25,"R",1,"R",1
128258,30, 30,"R",2,"R",1
128258,32, 32,"R",2,"R",2
128258,35, 35,"R",35,"R",30
128258,36, 36,"R",1,"R",1
128258,37, 37,"R",1,"R",0
128258,41, 41,"R",1,"R",0
128258,42, 42,"R",1,"R",0
128258,47, 47,"R",1,"R",0
128258,48, 48,"R",8,"R",6
128258,49, 49,"R",6,"R",5
128258,55, 55,"R",1,"R",1
128258,58,999,"R",398,"R",222
128258,72, 72,"R",1,"R",1
128258,89,999,"R",1,"R",1
128258,90, 90,"R",6,"R",4
128258,99, 99,"R",405,"R",227
128337, 8,  8,"R",57,"R",26
128337,58,999,"R",57,"R",26
128337,99, 99,"R",57,"R",26
128498, 4,  4,"R",2,"R",2
128498, 8,  8,"R",1,"R",1
128498, 9,  9,"R",139,"R",118
128498,12, 12,"R",1,"R",1
128498,24, 24,"R",1,"R",1
128498,25, 25,"R",5,"R",4
128498,29, 29,"R",1,"R",0
128498,33, 33,"R",2,"R",1
128498,34, 34,"R",1,"R",0
128498,36, 36,"R",8,"R",8
128498,39, 39,"R",1,"R",0
128498,41, 41,"R",1,"R",1
128498,51, 51,"R",1,"R",1
128498,56, 56,"R",1,"R",1
128498,58,999,"R",165,"R",139
128498,90, 90,"R",11,"R",5
128498,99, 99,"R",176,"R",144
128744, 6,  6,"R",2,"R",2
128744, 8,  8,"R",2,"R",0
128744, 9,  9,"R",134,"R",120
128744,10, 10,"R",1,"R",1
128744,12, 12,"R",1,"R",1
128744,17, 17,"R",1,"R",1
128744,18, 18,"R",1,"R",1
128744,25, 25,"R",8,"R",5
128744,26, 26,"R",1,"R",1
128744,34, 34,"R",5,"R",4
128744,36, 36,"R",48,"R",47
128744,40, 40,"R",1,"R",1
128744,42, 42,"R",2,"R",2
128744,44, 44,"R",3,"R",3
128744,47, 47,"R",3,"R",3
128744,48, 48,"R",1,"R",1
128744,51, 51,"R",1,"R",0
128744,58,999,"R",215,"R",193
128744,90, 90,"R",16,"R",15
128744,99, 99,"R",231,"R",208
128771, 5,  5,"R",1,"R",0
128771, 6,  6,"R",2,"R",1
128771, 8,  8,"R",2,"R",0
128771, 9,  9,"R",1303,"R",1185
128771,10, 10,"R",1,"R",1
128771,17, 17,"R",1,"R",1
128771,21, 21,"R",1,"R",0
128771,23, 23,"R",4,"R",4
128771,24, 24,"R",3,"R",3
128771,25, 25,"R",22,"R",20
128771,33, 33,"R",6,"R",3
128771,34, 34,"R",15,"R",13
128771,36, 36,"R",48,"R",46
128771,39, 39,"R",4,"R",4
128771,42, 42,"R",4,"R",4
128771,44, 44,"R",4,"R",4
128771,48, 48,"R",1,"R",1
128771,50, 50,"R",1,"R",1
128771,58,999,"R",1423,"R",1291
128771,72, 72,"R",1,"R",1
128771,89,999,"R",1,"R",1
128771,90, 90,"R",17,"R",6
128771,99, 99,"R",1441,"R",1298
128780, 9,  9,"R",19,"R",4
128780,23, 23,"R",1,"R",0
128780,36, 36,"R",1,"R",0
128780,37, 37,"R",1,"R",1
128780,47, 47,"R",1,"R",0
128780,58,999,"R",23,"R",5
128780,90, 90,"R",3,"R",1
128780,99, 99,"R",26,"R",6
128902, 4,  4,"R",1,"R",1
128902, 6,  6,"R",28,"R",25
128902, 8,  8,"R",5,"R",5
128902, 9,  9,"R",69,"R",67
128902,10, 10,"R",1,"R",1
128902,11, 11,"R",3,"R",2
128902,12, 12,"R",3,"R",3
128902,13, 13,"R",6,"R",4
128902,15, 15,"R",3,"R",3
128902,16, 16,"R",1,"R",1
128902,17, 17,"R",20,"R",20
128902,23, 23,"R",18,"R",16
128902,24, 24,"R",19,"R",15
128902,25, 25,"R",135,"R",132
128902,26, 26,"R",2,"R",2
128902,27, 27,"R",4,"R",4
128902,29, 29,"R",1,"R",1
128902,31, 31,"R",1,"R",1
128902,32, 32,"R",1,"R",1
128902,33, 33,"R",10,"R",10
128902,34, 34,"R",29,"R",28
128902,35, 35,"R",1,"R",1
128902,36, 36,"R",82,"R",78
128902,37, 37,"R",4,"R",4
128902,39, 39,"R",6,"R",5
128902,41, 41,"R",5,"R",5
128902,42, 42,"R",19,"R",18
128902,44, 44,"R",18,"R",15
128902,45, 45,"R",2,"R",2
128902,46, 46,"R",1,"R",1
128902,47, 47,"R",1,"R",1
128902,48, 48,"R",9,"R",9
128902,50, 50,"R",8,"R",7
128902,51, 51,"R",3,"R",3
128902,53, 53,"R",5,"R",4
128902,54, 54,"R",1,"R",1
128902,55, 55,"R",2,"R",2
128902,58,999,"R",527,"R",498
128902,90, 90,"R",28,"R",23
128902,99, 99,"R",555,"R",521
129020, 4,  4,"R",1,"R",1
129020, 6,  6,"R",36,"R",35
129020, 8,  8,"R",5,"R",4
129020, 9,  9,"R",2423,"R",2348
129020,10, 10,"R",1,"R",1
129020,11, 11,"R",3,"R",3
129020,12, 12,"R",23,"R",20
129020,13, 13,"R",8,"R",8
129020,15, 15,"R",1,"R",1
129020,17, 17,"R",13,"R",13
129020,18, 18,"R",3,"R",3
129020,20, 20,"R",3,"R",3
129020,22, 22,"R",1,"R",1
129020,23, 23,"R",20,"R",17
129020,24, 24,"R",23,"R",23
129020,25, 25,"R",503,"R",493
129020,26, 26,"R",3,"R",3
129020,27, 27,"R",4,"R",4
129020,29, 29,"R",2,"R",2
129020,32, 32,"R",3,"R",2
129020,33, 33,"R",51,"R",50
129020,34, 34,"R",219,"R",217
129020,36, 36,"R",368,"R",361
129020,37, 37,"R",2,"R",2
129020,39, 39,"R",4,"R",4
129020,40, 40,"R",1,"R",1
129020,41, 41,"R",2,"R",2
129020,42, 42,"R",56,"R",56
129020,44, 44,"R",35,"R",35
129020,46, 46,"R",1,"R",1
129020,47, 47,"R",1,"R",1
129020,48, 48,"R",24,"R",24
129020,50, 50,"R",16,"R",15
129020,51, 51,"R",25,"R",25
129020,53, 53,"R",8,"R",8
129020,54, 54,"R",1,"R",1
129020,55, 55,"R",2,"R",2
129020,57, 57,"R",12,"R",11
129020,58,999,"R",3907,"R",3801
129020,69, 69,"R",1,"R",1
129020,72, 72,"R",9,"R",9
129020,78, 78,"R",1,"R",1
129020,89,999,"R",11,"R",11
129020,90, 90,"R",271,"R",221
129020,99, 99,"R",4189,"R",4033
129154, 9,  9,"R",412,"R",65
129154,25, 25,"R",19,"R",2
129154,26, 26,"R",1,"R",0
129154,36, 36,"R",5,"R",0
129154,50, 50,"R",1,"R",0
129154,51, 51,"R",1,"R",0
129154,58,999,"R",439,"R",67
129154,99, 99,"R",439,"R",67
129181, 9,  9,"R",275,"R",95
129181,25, 25,"R",46,"R",16
129181,33, 33,"R",5,"R",1
129181,34, 34,"R",11,"R",7
129181,36, 36,"R",30,"R",16
129181,42, 42,"R",6,"R",3
129181,44, 44,"R",2,"R",2
129181,51, 51,"R",1,"R",1
129181,58,999,"R",376,"R",141
129181,99, 99,"R",376,"R",141
129215, 1,  1,"R",1,"R",0
129215, 8,  8,"R",1,"R",1
129215, 9,  9,"R",544,"R",477
129215,11, 11,"R",2,"R",2
129215,12, 12,"R",1,"R",1
129215,13, 13,"R",2,"R",1
129215,18, 18,"R",1,"R",0
129215,25, 25,"R",24,"R",20
129215,27, 27,"R",1,"R",1
129215,29, 29,"R",1,"R",0
129215,33, 33,"R",5,"R",5
129215,34, 34,"R",3,"R",2
129215,36, 36,"R",12,"R",8
129215,37, 37,"R",3,"R",0
129215,39, 39,"R",1,"R",1
129215,44, 44,"R",8,"R",7
129215,45, 45,"R",3,"R",2
129215,48, 48,"R",1,"R",1
129215,58,999,"R",614,"R",529
129215,99, 99,"R",614,"R",529
129242, 6,  6,"R",11,"R",11
129242, 8,  8,"R",2,"R",2
129242, 9,  9,"R",209,"R",206
129242,10, 10,"R",4,"R",4
129242,11, 11,"R",1,"R",1
129242,12, 12,"R",10,"R",7
129242,13, 13,"R",1,"R",1
129242,15, 15,"R",1,"R",1
129242,17, 17,"R",15,"R",15
129242,23, 23,"R",12,"R",12
129242,24, 24,"R",25,"R",25
129242,25, 25,"R",336,"R",336
129242,31, 31,"R",2,"R",2
129242,33, 33,"R",29,"R",28
129242,34, 34,"R",261,"R",261
129242,36, 36,"R",352,"R",350
129242,37, 37,"R",2,"R",2
129242,39, 39,"R",7,"R",7
129242,41, 41,"R",1,"R",1
129242,42, 42,"R",92,"R",92
129242,44, 44,"R",20,"R",20
129242,45, 45,"R",1,"R",1
129242,47, 47,"R",1,"R",1
129242,48, 48,"R",4,"R",4
129242,50, 50,"R",9,"R",9
129242,51, 51,"R",8,"R",8
129242,53, 53,"R",2,"R",2
129242,55, 55,"R",1,"R",1
129242,58,999,"R",1419,"R",1410
129242,72, 72,"R",1,"R",1
129242,89,999,"R",1,"R",1
129242,90, 90,"R",16,"R",7
129242,99, 99,"R",1436,"R",1418
129349, 9,  9,"R",35,"R",14
129349,25, 25,"R",1,"R",1
129349,58,999,"R",36,"R",15
129349,99, 99,"R",36,"R",15
129367, 1,  1,"R",1,"R",0
129367, 6,  6,"R",1,"R",1
129367, 9,  9,"R",7910,"R",5855
129367,12, 12,"R",2,"R",2
129367,17, 17,"R",1,"R",1
129367,23, 23,"R",1,"R",1
129367,25, 25,"R",39,"R",29
129367,26, 26,"R",1,"R",0
129367,36, 36,"R",7,"R",0
129367,44, 44,"R",2,"R",0
129367,48, 48,"R",2,"R",1
129367,56, 56,"R",1,"R",1
129367,58,999,"R",7968,"R",5891
129367,90, 90,"R",10,"R",3
129367,99, 99,"R",7978,"R",5894
129525, 6,  6,"R",10,"R",9
129525, 8,  8,"R",3,"R",3
129525, 9,  9,"R",607,"R",574
129525,10, 10,"R",5,"R",4
129525,11, 11,"R",3,"R",3
129525,12, 12,"R",12,"R",10
129525,13, 13,"R",6,"R",5
129525,17, 17,"R",3,"R",2
129525,19, 19,"R",1,"R",1
129525,23, 23,"R",7,"R",7
129525,24, 24,"R",13,"R",12
129525,25, 25,"R",153,"R",145
129525,26, 26,"R",1,"R",1
129525,29, 29,"R",4,"R",3
129525,31, 31,"R",1,"R",1
129525,33, 33,"R",31,"R",30
129525,34, 34,"R",105,"R",103
129525,36, 36,"R",245,"R",239
129525,37, 37,"R",4,"R",2
129525,39, 39,"R",5,"R",5
129525,40, 40,"R",1,"R",1
129525,41, 41,"R",2,"R",2
129525,42, 42,"R",32,"R",30
129525,44, 44,"R",16,"R",16
129525,47, 47,"R",1,"R",1
129525,48, 48,"R",8,"R",8
129525,50, 50,"R",12,"R",12
129525,51, 51,"R",1,"R",1
129525,53, 53,"R",2,"R",1
129525,55, 55,"R",2,"R",2
129525,57, 57,"R",3,"R",3
129525,58,999,"R",1299,"R",1236
129525,90, 90,"R",12,"R",12
129525,99, 99,"R",1311,"R",1248
129534, 6,  6,"R",2,"R",2
129534, 8,  8,"R",1,"R",1
129534,12, 12,"R",3,"R",0
129534,17, 17,"R",1,"R",0
129534,24, 24,"R",1,"R",0
129534,25, 25,"R",1,"R",1
129534,33, 33,"R",1,"R",0
129534,36, 36,"R",1,"R",1
129534,40, 40,"R",1,"R",0
129534,48, 48,"R",1,"R",0
129534,58,999,"R",13,"R",5
129534,90, 90,"R",7,"R",2
129534,99, 99,"R",20,"R",7
129774, 4,  4,"R",1,"R",1
129774, 6,  6,"R",2,"R",2
129774, 9,  9,"R",50,"R",46
129774,10, 10,"R",2,"R",2
129774,12, 12,"R",3,"R",3
129774,17, 17,"R",1,"R",1
129774,23, 23,"R",1,"R",1
129774,24, 24,"R",1,"R",1
129774,25, 25,"R",2,"R",2
129774,26, 26,"R",1,"R",1
129774,33, 33,"R",1,"R",1
129774,34, 34,"R",3,"R",3
129774,36, 36,"R",2,"R",1
129774,42, 42,"R",1,"R",1
129774,44, 44,"R",6,"R",6
129774,48, 48,"R",2,"R",1
129774,50, 50,"R",1,"R",1
129774,51, 51,"R",2,"R",2
129774,58,999,"R",82,"R",76
129774,90, 90,"R",1,"R",1
129774,99, 99,"R",83,"R",77
129923, 9,  9,"R",304,"R",14
129923,37, 37,"R",1,"R",0
129923,58,999,"R",305,"R",14
129923,99, 99,"R",305,"R",14
129941, 4,  4,"R",1,"R",1
129941, 5,  5,"R",1,"R",1
129941, 6,  6,"R",7,"R",7
129941, 8,  8,"R",6,"R",6
129941, 9,  9,"R",568,"R",547
129941,10, 10,"R",7,"R",7
129941,11, 11,"R",2,"R",2
129941,12, 12,"R",8,"R",6
129941,13, 13,"R",2,"R",2
129941,15, 15,"R",2,"R",2
129941,16, 16,"R",1,"R",1
129941,17, 17,"R",10,"R",9
129941,18, 18,"R",1,"R",1
129941,19, 19,"R",13,"R",4
129941,21, 21,"R",3,"R",3
129941,23, 23,"R",9,"R",9
129941,24, 24,"R",13,"R",13
129941,25, 25,"R",96,"R",91
129941,26, 26,"R",2,"R",2
129941,27, 27,"R",6,"R",5
129941,29, 29,"R",1,"R",1
129941,33, 33,"R",14,"R",14
129941,34, 34,"R",135,"R",133
129941,36, 36,"R",265,"R",255
129941,37, 37,"R",4,"R",4
129941,39, 39,"R",3,"R",3
129941,41, 41,"R",2,"R",2
129941,42, 42,"R",41,"R",40
129941,44, 44,"R",18,"R",18
129941,45, 45,"R",2,"R",2
129941,48, 48,"R",5,"R",5
129941,50, 50,"R",7,"R",7
129941,51, 51,"R",3,"R",3
129941,55, 55,"R",1,"R",1
129941,58,999,"R",1259,"R",1207
129941,72, 72,"R",7,"R",7
129941,78, 78,"R",1,"R",1
129941,89,999,"R",8,"R",8
129941,90, 90,"R",29,"R",10
129941,99, 99,"R",1296,"R",1225
130183, 1,  1,"R",68,"R",0
130183, 2,  2,"R",2,"R",1
130183, 4,  4,"R",25,"R",0
130183, 5,  5,"R",49,"R",1
130183, 6,  6,"R",22,"R",2
130183, 8,  8,"R",18,"R",1
130183, 9,  9,"R",87,"R",55
130183,10, 10,"R",5,"R",0
130183,11, 11,"R",4,"R",0
130183,12, 12,"R",70,"R",2
130183,13, 13,"R",119,"R",4
130183,15, 15,"R",7,"R",0
130183,16, 16,"R",5,"R",0
130183,17, 17,"R",28,"R",2
130183,18, 18,"R",51,"R",2
130183,19, 19,"R",13,"R",0
130183,20, 20,"R",10,"R",0
130183,21, 21,"R",43,"R",4
130183,22, 22,"R",81,"R",0
130183,23, 23,"R",3,"R",1
130183,24, 24,"R",19,"R",0
130183,25, 25,"R",16,"R",4
130183,26, 26,"R",53,"R",0
130183,27, 27,"R",21,"R",0
130183,28, 28,"R",65,"R",6
130183,29, 29,"R",25,"R",1
130183,30, 30,"R",4,"R",1
130183,31, 31,"R",5,"R",0
130183,32, 32,"R",14,"R",0
130183,33, 33,"R",2,"R",0
130183,34, 34,"R",20,"R",4
130183,35, 35,"R",5,"R",0
130183,36, 36,"R",99,"R",16
130183,37, 37,"R",73,"R",3
130183,38, 38,"R",1,"R",0
130183,39, 39,"R",64,"R",2
130183,40, 40,"R",44,"R",4
130183,41, 41,"R",16,"R",0
130183,42, 42,"R",55,"R",7
130183,44, 44,"R",8,"R",2
130183,45, 45,"R",67,"R",2
130183,46, 46,"R",2,"R",0
130183,47, 47,"R",59,"R",1
130183,48, 48,"R",180,"R",5
130183,49, 49,"R",8,"R",0
130183,50, 50,"R",2,"R",0
130183,51, 51,"R",80,"R",1
130183,53, 53,"R",13,"R",0
130183,54, 54,"R",22,"R",2
130183,55, 55,"R",12,"R",2
130183,56, 56,"R",1,"R",0
130183,58,999,"R",1765,"R",138
130183,60, 60,"R",1,"R",0
130183,89,999,"R",1,"R",0
130183,90, 90,"R",4,"R",3
130183,99, 99,"R",1770,"R",141
130226, 4,  4,"R",1,"R",0
130226, 6,  6,"R",9,"R",8
130226, 8,  8,"R",3,"R",3
130226, 9,  9,"R",568,"R",553
130226,10, 10,"R",2,"R",2
130226,12, 12,"R",5,"R",4
130226,13, 13,"R",2,"R",1
130226,15, 15,"R",1,"R",1
130226,17, 17,"R",3,"R",2
130226,18, 18,"R",1,"R",1
130226,21, 21,"R",1,"R",1
130226,22, 22,"R",1,"R",1
130226,23, 23,"R",17,"R",17
130226,24, 24,"R",7,"R",7
130226,25, 25,"R",329,"R",322
130226,27, 27,"R",3,"R",3
130226,29, 29,"R",2,"R",2
130226,33, 33,"R",53,"R",53
130226,34, 34,"R",282,"R",279
130226,36, 36,"R",389,"R",384
130226,37, 37,"R",1,"R",1
130226,39, 39,"R",1,"R",1
130226,40, 40,"R",1,"R",1
130226,42, 42,"R",26,"R",26
130226,44, 44,"R",38,"R",37
130226,45, 45,"R",1,"R",1
130226,48, 48,"R",6,"R",5
130226,50, 50,"R",11,"R",11
130226,51, 51,"R",8,"R",7
130226,53, 53,"R",3,"R",3
130226,58,999,"R",1775,"R",1737
130226,90, 90,"R",22,"R",15
130226,99, 99,"R",1797,"R",1752
130253, 6,  6,"R",11,"R",11
130253, 8,  8,"R",4,"R",4
130253, 9,  9,"R",413,"R",394
130253,10, 10,"R",2,"R",2
130253,12, 12,"R",3,"R",3
130253,13, 13,"R",2,"R",2
130253,15, 15,"R",1,"R",1
130253,16, 16,"R",2,"R",2
130253,17, 17,"R",2,"R",2
130253,18, 18,"R",1,"R",1
130253,21, 21,"R",1,"R",1
130253,23, 23,"R",5,"R",4
130253,24, 24,"R",8,"R",7
130253,25, 25,"R",298,"R",294
130253,26, 26,"R",5,"R",4
130253,27, 27,"R",5,"R",5
130253,29, 29,"R",1,"R",1
130253,32, 32,"R",1,"R",1
130253,33, 33,"R",32,"R",32
130253,34, 34,"R",370,"R",361
130253,36, 36,"R",640,"R",628
130253,37, 37,"R",1,"R",1
130253,39, 39,"R",2,"R",2
130253,42, 42,"R",27,"R",25
130253,44, 44,"R",34,"R",33
130253,45, 45,"R",1,"R",1
130253,48, 48,"R",5,"R",4
130253,49, 49,"R",1,"R",1
130253,50, 50,"R",6,"R",6
130253,53, 53,"R",1,"R",1
130253,58,999,"R",1885,"R",1834
130253,72, 72,"R",2,"R",2
130253,78, 78,"R",1,"R",1
130253,89,999,"R",3,"R",3
130253,90, 90,"R",17,"R",5
130253,99, 99,"R",1905,"R",1842
130314, 6,  6,"R",2,"R",2
130314, 9,  9,"R",133,"R",131
130314,12, 12,"R",4,"R",2
130314,13, 13,"R",1,"R",1
130314,24, 24,"R",1,"R",1
130314,25, 25,"R",12,"R",12
130314,34, 34,"R",3,"R",3
130314,36, 36,"R",7,"R",6
130314,44, 44,"R",6,"R",6
130314,50, 50,"R",2,"R",2
130314,58,999,"R",171,"R",166
130314,90, 90,"R",2,"R",1
130314,99, 99,"R",173,"R",167
130493, 6,  6,"R",1,"R",1
130493, 9,  9,"R",1120,"R",969
130493,12, 12,"R",9,"R",7
130493,19, 19,"R",1,"R",1
130493,24, 24,"R",2,"R",2
130493,25, 25,"R",17,"R",12
130493,26, 26,"R",2,"R",2
130493,27, 27,"R",1,"R",1
130493,33, 33,"R",3,"R",3
130493,34, 34,"R",14,"R",13
130493,36, 36,"R",43,"R",41
130493,42, 42,"R",1,"R",1
130493,44, 44,"R",4,"R",3
130493,50, 50,"R",1,"R",1
130493,55, 55,"R",3,"R",2
130493,58,999,"R",1222,"R",1059
130493,72, 72,"R",1,"R",1
130493,89,999,"R",1,"R",1
130493,90, 90,"R",4,"R",1
130493,99, 99,"R",1227,"R",1061
130590, 2,  2,"R",1,"R",1
130590, 6,  6,"R",29,"R",28
130590, 8,  8,"R",7,"R",7
130590, 9,  9,"R",73,"R",68
130590,10, 10,"R",1,"R",1
130590,11, 11,"R",5,"R",5
130590,12, 12,"R",5,"R",5
130590,13, 13,"R",7,"R",6
130590,15, 15,"R",2,"R",1
130590,17, 17,"R",19,"R",18
130590,20, 20,"R",2,"R",2
130590,21, 21,"R",1,"R",1
130590,23, 23,"R",6,"R",6
130590,24, 24,"R",9,"R",9
130590,25, 25,"R",153,"R",148
130590,26, 26,"R",3,"R",2
130590,27, 27,"R",4,"R",4
130590,29, 29,"R",1,"R",1
130590,30, 30,"R",1,"R",1
130590,33, 33,"R",14,"R",14
130590,34, 34,"R",29,"R",28
130590,36, 36,"R",63,"R",60
130590,37, 37,"R",3,"R",3
130590,39, 39,"R",2,"R",2
130590,40, 40,"R",2,"R",2
130590,41, 41,"R",3,"R",3
130590,42, 42,"R",25,"R",24
130590,44, 44,"R",11,"R",10
130590,47, 47,"R",2,"R",2
130590,48, 48,"R",6,"R",3
130590,49, 49,"R",1,"R",1
130590,50, 50,"R",6,"R",6
130590,51, 51,"R",6,"R",6
130590,53, 53,"R",7,"R",6
130590,55, 55,"R",2,"R",2
130590,58,999,"R",511,"R",486
130590,90, 90,"R",68,"R",53
130590,99, 99,"R",579,"R",539
130624, 1,  1,"R",2,"R",1
130624, 2,  2,"R",1,"R",1
130624, 4,  4,"R",5,"R",4
130624, 5,  5,"R",1,"R",0
130624, 6,  6,"R",19,"R",13
130624, 8,  8,"R",5,"R",5
130624, 9,  9,"R",11,"R",11
130624,10, 10,"R",5,"R",3
130624,12, 12,"R",31,"R",24
130624,13, 13,"R",11,"R",6
130624,15, 15,"R",1,"R",1
130624,16, 16,"R",1,"R",1
130624,17, 17,"R",3,"R",3
130624,18, 18,"R",1,"R",1
130624,19, 19,"R",2,"R",2
130624,20, 20,"R",2,"R",1
130624,21, 21,"R",2,"R",1
130624,23, 23,"R",5,"R",5
130624,24, 24,"R",16,"R",14
130624,25, 25,"R",5,"R",4
130624,26, 26,"R",2,"R",2
130624,27, 27,"R",1,"R",1
130624,28, 28,"R",1,"R",1
130624,30, 30,"R",1,"R",1
130624,33, 33,"R",1,"R",1
130624,34, 34,"R",16,"R",10
130624,35, 35,"R",3,"R",2
130624,36, 36,"R",18,"R",12
130624,37, 37,"R",11,"R",9
130624,39, 39,"R",9,"R",7
130624,40, 40,"R",3,"R",2
130624,41, 41,"R",4,"R",3
130624,42, 42,"R",15,"R",14
130624,44, 44,"R",4,"R",2
130624,45, 45,"R",5,"R",4
130624,47, 47,"R",1,"R",1
130624,48, 48,"R",18,"R",11
